action,sample,imgPath,vidPath,dataset,response,one_person,face_visible,gender,age,race
basketball_dunk,9,video\basketball_dunk\basketball_dunk_009.jpg,video\basketball_dunk\basketball_dunk_009.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_dunk,10,video\basketball_dunk\basketball_dunk_010.jpg,video\basketball_dunk\basketball_dunk_010.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_dunk,11,video\basketball_dunk\basketball_dunk_011.jpg,video\basketball_dunk\basketball_dunk_011.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_dunk,12,video\basketball_dunk\basketball_dunk_012.jpg,video\basketball_dunk\basketball_dunk_012.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. White,yes,not-visible,male,teenager,white
basketball_dunk,13,video\basketball_dunk\basketball_dunk_013.jpg,video\basketball_dunk\basketball_dunk_013.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. White,yes,not-visible,male,teenager,white
basketball_dunk,14,video\basketball_dunk\basketball_dunk_014.jpg,video\basketball_dunk\basketball_dunk_014.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_dunk,15,video\basketball_dunk\basketball_dunk_015.jpg,video\basketball_dunk\basketball_dunk_015.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_dunk,16,video\basketball_dunk\basketball_dunk_016.jpg,video\basketball_dunk\basketball_dunk_016.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Southeast-asian,yes,visible,female,teenager,southeast-asian
basketball_dunk,17,video\basketball_dunk\basketball_dunk_017.jpg,video\basketball_dunk\basketball_dunk_017.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
basketball_dunk,18,video\basketball_dunk\basketball_dunk_018.jpg,video\basketball_dunk\basketball_dunk_018.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_dunk,19,video\basketball_dunk\basketball_dunk_019.jpg,video\basketball_dunk\basketball_dunk_019.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_hookshot,0,video\basketball_hookshot\basketball_hookshot_000.jpg,video\basketball_hookshot\basketball_hookshot_000.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_hookshot,1,video\basketball_hookshot\basketball_hookshot_001.jpg,video\basketball_hookshot\basketball_hookshot_001.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. Southeast-asian,yes,not-visible,male,adult,southeast-asian
basketball_hookshot,2,video\basketball_hookshot\basketball_hookshot_002.jpg,video\basketball_hookshot\basketball_hookshot_002.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
basketball_hookshot,3,video\basketball_hookshot\basketball_hookshot_003.jpg,video\basketball_hookshot\basketball_hookshot_003.jpg,default,1. yes 2. visible 3. male 4. teenager 5. east-asian,yes,visible,male,teenager,east-asian
basketball_hookshot,4,video\basketball_hookshot\basketball_hookshot_004.jpg,video\basketball_hookshot\basketball_hookshot_004.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
basketball_hookshot,5,video\basketball_hookshot\basketball_hookshot_005.jpg,video\basketball_hookshot\basketball_hookshot_005.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. Southeast-asian,yes,not-visible,male,adult,southeast-asian
basketball_hookshot,6,video\basketball_hookshot\basketball_hookshot_006.jpg,video\basketball_hookshot\basketball_hookshot_006.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. Latino,yes,not-visible,male,teenager,latino
basketball_hookshot,7,video\basketball_hookshot\basketball_hookshot_007.jpg,video\basketball_hookshot\basketball_hookshot_007.jpg,default,1. yes 2. visible 3. female 4. adult 5. Black,yes,visible,female,adult,black
basketball_hookshot,8,video\basketball_hookshot\basketball_hookshot_008.jpg,video\basketball_hookshot\basketball_hookshot_008.jpg,default,1. yes 2. visible 3. male 4. adult 5. middle-eastern,yes,visible,male,adult,middle-eastern
basketball_hookshot,9,video\basketball_hookshot\basketball_hookshot_009.jpg,video\basketball_hookshot\basketball_hookshot_009.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. Black,yes,not-visible,male,teenager,black
basketball_hookshot,10,video\basketball_hookshot\basketball_hookshot_010.jpg,video\basketball_hookshot\basketball_hookshot_010.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Indian,yes,visible,male,teenager,indian
basketball_hookshot,11,video\basketball_hookshot\basketball_hookshot_011.jpg,video\basketball_hookshot\basketball_hookshot_011.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_hookshot,12,video\basketball_hookshot\basketball_hookshot_012.jpg,video\basketball_hookshot\basketball_hookshot_012.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
basketball_hookshot,13,video\basketball_hookshot\basketball_hookshot_013.jpg,video\basketball_hookshot\basketball_hookshot_013.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
basketball_hookshot,14,video\basketball_hookshot\basketball_hookshot_014.jpg,video\basketball_hookshot\basketball_hookshot_014.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_hookshot,15,video\basketball_hookshot\basketball_hookshot_015.jpg,video\basketball_hookshot\basketball_hookshot_015.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
basketball_hookshot,16,video\basketball_hookshot\basketball_hookshot_016.jpg,video\basketball_hookshot\basketball_hookshot_016.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_hookshot,17,video\basketball_hookshot\basketball_hookshot_017.jpg,video\basketball_hookshot\basketball_hookshot_017.jpg,default,1. no 2. visible 3. male 4. teenager 5. Southeast-asian,no,visible,male,teenager,southeast-asian
basketball_hookshot,18,video\basketball_hookshot\basketball_hookshot_018.jpg,video\basketball_hookshot\basketball_hookshot_018.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_hookshot,19,video\basketball_hookshot\basketball_hookshot_019.jpg,video\basketball_hookshot\basketball_hookshot_019.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
basketball_jabstep,0,video\basketball_jabstep\basketball_jabstep_000.jpg,video\basketball_jabstep\basketball_jabstep_000.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
basketball_jabstep,1,video\basketball_jabstep\basketball_jabstep_001.jpg,video\basketball_jabstep\basketball_jabstep_001.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Black,yes,visible,male,teenager,black
basketball_jabstep,2,video\basketball_jabstep\basketball_jabstep_002.jpg,video\basketball_jabstep\basketball_jabstep_002.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_jabstep,3,video\basketball_jabstep\basketball_jabstep_003.jpg,video\basketball_jabstep\basketball_jabstep_003.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. Southeast-asian,yes,not-visible,male,teenager,southeast-asian
basketball_jabstep,4,video\basketball_jabstep\basketball_jabstep_004.jpg,video\basketball_jabstep\basketball_jabstep_004.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Black,yes,visible,male,teenager,black
basketball_jabstep,5,video\basketball_jabstep\basketball_jabstep_005.jpg,video\basketball_jabstep\basketball_jabstep_005.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Southeast-asian,yes,visible,female,teenager,southeast-asian
basketball_jabstep,6,video\basketball_jabstep\basketball_jabstep_006.jpg,video\basketball_jabstep\basketball_jabstep_006.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
basketball_jabstep,7,video\basketball_jabstep\basketball_jabstep_007.jpg,video\basketball_jabstep\basketball_jabstep_007.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Latino,yes,visible,male,teenager,latino
basketball_jabstep,8,video\basketball_jabstep\basketball_jabstep_008.jpg,video\basketball_jabstep\basketball_jabstep_008.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
basketball_jabstep,9,video\basketball_jabstep\basketball_jabstep_009.jpg,video\basketball_jabstep\basketball_jabstep_009.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. east-asian,yes,not-visible,male,teenager,east-asian
basketball_jabstep,10,video\basketball_jabstep\basketball_jabstep_010.jpg,video\basketball_jabstep\basketball_jabstep_010.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. White,yes,visible,male,middle-aged,white
basketball_jabstep,11,video\basketball_jabstep\basketball_jabstep_011.jpg,video\basketball_jabstep\basketball_jabstep_011.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_jabstep,12,video\basketball_jabstep\basketball_jabstep_012.jpg,video\basketball_jabstep\basketball_jabstep_012.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_jabstep,13,video\basketball_jabstep\basketball_jabstep_013.jpg,video\basketball_jabstep\basketball_jabstep_013.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_jabstep,14,video\basketball_jabstep\basketball_jabstep_014.jpg,video\basketball_jabstep\basketball_jabstep_014.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_jabstep,15,video\basketball_jabstep\basketball_jabstep_015.jpg,video\basketball_jabstep\basketball_jabstep_015.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_jabstep,16,video\basketball_jabstep\basketball_jabstep_016.jpg,video\basketball_jabstep\basketball_jabstep_016.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_jabstep,17,video\basketball_jabstep\basketball_jabstep_017.jpg,video\basketball_jabstep\basketball_jabstep_017.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_jabstep,18,video\basketball_jabstep\basketball_jabstep_018.jpg,video\basketball_jabstep\basketball_jabstep_018.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
basketball_jabstep,19,video\basketball_jabstep\basketball_jabstep_019.jpg,video\basketball_jabstep\basketball_jabstep_019.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. Black,yes,not-visible,male,teenager,black
basketball_layup,0,video\basketball_layup\basketball_layup_000.jpg,video\basketball_layup\basketball_layup_000.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. White,yes,visible,male,middle-aged,white
basketball_layup,1,video\basketball_layup\basketball_layup_001.jpg,video\basketball_layup\basketball_layup_001.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
basketball_layup,2,video\basketball_layup\basketball_layup_002.jpg,video\basketball_layup\basketball_layup_002.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
basketball_layup,3,video\basketball_layup\basketball_layup_003.jpg,video\basketball_layup\basketball_layup_003.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_layup,4,video\basketball_layup\basketball_layup_004.jpg,video\basketball_layup\basketball_layup_004.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Black,yes,visible,male,middle-aged,black
basketball_layup,5,video\basketball_layup\basketball_layup_005.jpg,video\basketball_layup\basketball_layup_005.jpg,default,1. yes 2. not-visible 3. female 4. child 5. White,yes,not-visible,female,child,white
basketball_layup,6,video\basketball_layup\basketball_layup_006.jpg,video\basketball_layup\basketball_layup_006.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_layup,7,video\basketball_layup\basketball_layup_007.jpg,video\basketball_layup\basketball_layup_007.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
basketball_layup,8,video\basketball_layup\basketball_layup_008.jpg,video\basketball_layup\basketball_layup_008.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_layup,9,video\basketball_layup\basketball_layup_009.jpg,video\basketball_layup\basketball_layup_009.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_layup,10,video\basketball_layup\basketball_layup_010.jpg,video\basketball_layup\basketball_layup_010.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Southeast-asian,yes,visible,female,teenager,southeast-asian
basketball_layup,11,video\basketball_layup\basketball_layup_011.jpg,video\basketball_layup\basketball_layup_011.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_layup,12,video\basketball_layup\basketball_layup_012.jpg,video\basketball_layup\basketball_layup_012.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. Southeast-asian,yes,not-visible,male,adult,southeast-asian
basketball_layup,13,video\basketball_layup\basketball_layup_013.jpg,video\basketball_layup\basketball_layup_013.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. Black,yes,not-visible,male,teenager,black
basketball_layup,14,video\basketball_layup\basketball_layup_014.jpg,video\basketball_layup\basketball_layup_014.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Black,yes,visible,male,teenager,black
basketball_layup,15,video\basketball_layup\basketball_layup_015.jpg,video\basketball_layup\basketball_layup_015.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
basketball_layup,16,video\basketball_layup\basketball_layup_016.jpg,video\basketball_layup\basketball_layup_016.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Black,yes,visible,male,teenager,black
basketball_layup,17,video\basketball_layup\basketball_layup_017.jpg,video\basketball_layup\basketball_layup_017.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
basketball_layup,18,video\basketball_layup\basketball_layup_018.jpg,video\basketball_layup\basketball_layup_018.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
basketball_layup,19,video\basketball_layup\basketball_layup_019.jpg,video\basketball_layup\basketball_layup_019.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
basketball_pass,0,video\basketball_pass\basketball_pass_000.jpg,video\basketball_pass\basketball_pass_000.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_pass,1,video\basketball_pass\basketball_pass_001.jpg,video\basketball_pass\basketball_pass_001.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_pass,2,video\basketball_pass\basketball_pass_002.jpg,video\basketball_pass\basketball_pass_002.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. east-asian,yes,visible,male,middle-aged,east-asian
basketball_pass,3,video\basketball_pass\basketball_pass_003.jpg,video\basketball_pass\basketball_pass_003.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_pass,4,video\basketball_pass\basketball_pass_004.jpg,video\basketball_pass\basketball_pass_004.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_pass,5,video\basketball_pass\basketball_pass_005.jpg,video\basketball_pass\basketball_pass_005.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. White,yes,visible,male,middle-aged,white
basketball_pass,6,video\basketball_pass\basketball_pass_006.jpg,video\basketball_pass\basketball_pass_006.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_pass,7,video\basketball_pass\basketball_pass_007.jpg,video\basketball_pass\basketball_pass_007.jpg,default,1. yes 2. visible 3. male 4. child 5. east-asian,yes,visible,male,child,east-asian
basketball_pass,8,video\basketball_pass\basketball_pass_008.jpg,video\basketball_pass\basketball_pass_008.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_pass,9,video\basketball_pass\basketball_pass_009.jpg,video\basketball_pass\basketball_pass_009.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
basketball_pass,10,video\basketball_pass\basketball_pass_010.jpg,video\basketball_pass\basketball_pass_010.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_pass,11,video\basketball_pass\basketball_pass_011.jpg,video\basketball_pass\basketball_pass_011.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
basketball_pass,12,video\basketball_pass\basketball_pass_012.jpg,video\basketball_pass\basketball_pass_012.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_pass,13,video\basketball_pass\basketball_pass_013.jpg,video\basketball_pass\basketball_pass_013.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_pass,14,video\basketball_pass\basketball_pass_014.jpg,video\basketball_pass\basketball_pass_014.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_pass,15,video\basketball_pass\basketball_pass_015.jpg,video\basketball_pass\basketball_pass_015.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
basketball_pass,16,video\basketball_pass\basketball_pass_016.jpg,video\basketball_pass\basketball_pass_016.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
basketball_pass,17,video\basketball_pass\basketball_pass_017.jpg,video\basketball_pass\basketball_pass_017.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
basketball_pass,18,video\basketball_pass\basketball_pass_018.jpg,video\basketball_pass\basketball_pass_018.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Black,yes,visible,male,teenager,black
basketball_pass,19,video\basketball_pass\basketball_pass_019.jpg,video\basketball_pass\basketball_pass_019.jpg,default,1. yes 2. visible 3. male 4. adult 5. Latino,yes,visible,male,adult,latino
basketball_shoot,0,video\basketball_shoot\basketball_shoot_000.jpg,video\basketball_shoot\basketball_shoot_000.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_shoot,1,video\basketball_shoot\basketball_shoot_001.jpg,video\basketball_shoot\basketball_shoot_001.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Black,yes,visible,male,middle-aged,black
basketball_shoot,2,video\basketball_shoot\basketball_shoot_002.jpg,video\basketball_shoot\basketball_shoot_002.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
basketball_shoot,3,video\basketball_shoot\basketball_shoot_003.jpg,video\basketball_shoot\basketball_shoot_003.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Indian,yes,visible,male,middle-aged,indian
basketball_shoot,4,video\basketball_shoot\basketball_shoot_004.jpg,video\basketball_shoot\basketball_shoot_004.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
basketball_shoot,5,video\basketball_shoot\basketball_shoot_005.jpg,video\basketball_shoot\basketball_shoot_005.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_shoot,6,video\basketball_shoot\basketball_shoot_006.jpg,video\basketball_shoot\basketball_shoot_006.jpg,default,1. yes 2. visible 3. male 4. teenager 5. east-asian,yes,visible,male,teenager,east-asian
basketball_shoot,7,video\basketball_shoot\basketball_shoot_007.jpg,video\basketball_shoot\basketball_shoot_007.jpg,default,1. yes 2. not-visible 3. female 4. teenager 5. east-asian,yes,not-visible,female,teenager,east-asian
basketball_shoot,8,video\basketball_shoot\basketball_shoot_008.jpg,video\basketball_shoot\basketball_shoot_008.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_shoot,9,video\basketball_shoot\basketball_shoot_009.jpg,video\basketball_shoot\basketball_shoot_009.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
basketball_shoot,10,video\basketball_shoot\basketball_shoot_010.jpg,video\basketball_shoot\basketball_shoot_010.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Black,yes,visible,male,teenager,black
basketball_shoot,11,video\basketball_shoot\basketball_shoot_011.jpg,video\basketball_shoot\basketball_shoot_011.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Black,yes,visible,male,teenager,black
basketball_shoot,12,video\basketball_shoot\basketball_shoot_012.jpg,video\basketball_shoot\basketball_shoot_012.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Southeast-asian,yes,visible,female,teenager,southeast-asian
basketball_shoot,13,video\basketball_shoot\basketball_shoot_013.jpg,video\basketball_shoot\basketball_shoot_013.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
basketball_shoot,14,video\basketball_shoot\basketball_shoot_014.jpg,video\basketball_shoot\basketball_shoot_014.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
basketball_shoot,15,video\basketball_shoot\basketball_shoot_015.jpg,video\basketball_shoot\basketball_shoot_015.jpg,default,1. yes 2. visible 3. female 4. adult 5. Southeast-asian,yes,visible,female,adult,southeast-asian
basketball_shoot,16,video\basketball_shoot\basketball_shoot_016.jpg,video\basketball_shoot\basketball_shoot_016.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
basketball_shoot,17,video\basketball_shoot\basketball_shoot_017.jpg,video\basketball_shoot\basketball_shoot_017.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. Black,yes,not-visible,male,teenager,black
basketball_shoot,18,video\basketball_shoot\basketball_shoot_018.jpg,video\basketball_shoot\basketball_shoot_018.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. Black,yes,not-visible,male,adult,black
basketball_shoot,19,video\basketball_shoot\basketball_shoot_019.jpg,video\basketball_shoot\basketball_shoot_019.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
battle-rope_jumping-jack,0,video\battle-rope_jumping-jack\battle-rope_jumping-jack_000.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_000.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Southeast-asian,yes,visible,female,teenager,southeast-asian
battle-rope_jumping-jack,1,video\battle-rope_jumping-jack\battle-rope_jumping-jack_001.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_001.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_jumping-jack,2,video\battle-rope_jumping-jack\battle-rope_jumping-jack_002.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_002.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
battle-rope_jumping-jack,3,video\battle-rope_jumping-jack\battle-rope_jumping-jack_003.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_003.jpg,default,1. yes 2. visible 3. male 4. adult 5. middle-eastern,yes,visible,male,adult,middle-eastern
battle-rope_jumping-jack,4,video\battle-rope_jumping-jack\battle-rope_jumping-jack_004.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_004.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
battle-rope_jumping-jack,5,video\battle-rope_jumping-jack\battle-rope_jumping-jack_005.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_005.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
battle-rope_jumping-jack,6,video\battle-rope_jumping-jack\battle-rope_jumping-jack_006.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_006.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_jumping-jack,7,video\battle-rope_jumping-jack\battle-rope_jumping-jack_007.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_007.jpg,default,1. yes 2. visible 3. female 4. adult 5. Southeast-asian,yes,visible,female,adult,southeast-asian
battle-rope_jumping-jack,8,video\battle-rope_jumping-jack\battle-rope_jumping-jack_008.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_008.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_jumping-jack,9,video\battle-rope_jumping-jack\battle-rope_jumping-jack_009.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_009.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_jumping-jack,10,video\battle-rope_jumping-jack\battle-rope_jumping-jack_010.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_010.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
battle-rope_jumping-jack,11,video\battle-rope_jumping-jack\battle-rope_jumping-jack_011.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_011.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
battle-rope_jumping-jack,12,video\battle-rope_jumping-jack\battle-rope_jumping-jack_012.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_012.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
battle-rope_jumping-jack,13,video\battle-rope_jumping-jack\battle-rope_jumping-jack_013.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_013.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_jumping-jack,14,video\battle-rope_jumping-jack\battle-rope_jumping-jack_014.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_014.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
battle-rope_jumping-jack,15,video\battle-rope_jumping-jack\battle-rope_jumping-jack_015.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_015.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
battle-rope_jumping-jack,16,video\battle-rope_jumping-jack\battle-rope_jumping-jack_016.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_016.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
battle-rope_jumping-jack,17,video\battle-rope_jumping-jack\battle-rope_jumping-jack_017.jpg,video\battle-rope_jumping-jack\battle-rope_jumping-jack_017.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
